Shannon.CV,Bray.CV,Weighted.CV,Samp1.Mean.Rich,Two.Samp.Mean.Rich
0.0118281085709877,0.0455467731459292,0.0316147722926338,73.35,78.98
0.0176447675477108,0.0572257413394325,0.048603109897751,49,47.605
0.0139278911459866,0.0548916782284602,0.0347263398004259,64.88,62.89
0.0151721656628003,0.0333715458989374,0.0504914905382927,49.43,47.67
0.019239014567644,0.0438926515890168,0.0486816988599735,58.28,70.87
0.00931060090696995,0.0817143291515124,0.0266818333248002,89.21,87.87
0.0184529209026081,0.0496334583778232,0.0681020603569971,46.76,45.53
0.0178401851561399,0.0494594789310171,0.0605239836702698,43.79,43.855
0.0171997344900987,0.0480987459287793,0.0415224956788991,54.1,53.33
0.00993344093420937,0.0177363112872758,0.0210343827519458,89.32,87.475
0.0160429580136718,0.0415776749745868,0.0438673882586369,60.17,73.7
0.00991002145783278,0.0639730082952196,0.0223433864996952,85.52,87.4
0.0139401140412278,0.052752203034322,0.0347633888777066,64.53,56.6
0.0182459403922046,0.0521067713461378,0.0438183796934831,56.59,67.475
0.0148108338898627,0.0600293072194651,0.0683966787048194,51.18,51.385
0.0363070688404007,0.0637315248775676,0.0522145385840954,35.92,40.005
0.0122143653572264,0.0698512458239939,0.0359906114855487,71.51,62.36
0.0123929996741525,0.0467111781666808,0.0385169826813516,64.07,59.295
0.011728488072963,0.0535518792404411,0.038558307600274,72.78,70.31
0.0113316366409119,0.0933800413119086,0.020919070400321,89.15,89.555
0.0124668243019212,0.0660787362901857,0.0254772470334752,81.68,76.41
0.0178013789327115,0.0464116573116734,0.0537083763885213,43.14,49.29
0.0229518436469656,0.0458371384373068,0.0608493314848419,46.1,46.88
0.011113254388421,0.0413237541007966,0.0351944506140222,77.36,82.105
0.0122974461010427,0.0458463380050907,0.0279354113633417,74.65,73.62
0.0187966989586069,0.0534228556531222,0.0534739767801961,48,49.675
0.0171296197734284,0.0417814502092017,0.0644471617920152,46.45,49.385
0.0185477007255223,0.0492763219531997,0.0498818268708302,46.91,54.155
0.0113062806686043,0.0239935947880754,0.0219466212160329,86.22,88.08
0.0124731143430936,0.060564831438293,0.0303342170347483,75.41,71.54
0.0190545292390158,0.0477074148199328,0.0679546013895733,47.57,53.315
0.01066469324018,0.0292466605190804,0.02274116138861,87.05,81.88
0.0095820179620357,0.0343116976886482,0.0217427167875537,88.78,89.065
0.0225594224399943,0.0393586250086479,0.0759518550378192,40.65,44.195
0.0217659256883396,0.0532660157361307,0.0527428891082147,45.82,46.74
0.0111899088876126,0.0416693569055904,0.0245539545044252,80.87,65.275
0.023780513477836,0.0486362607278142,0.0863856012316647,74.72,71.95
0.0138700335324374,0.060820436614338,0.0374627803579328,71.33,68.005
0.0114665919921786,0.0528937648741381,0.0302096791473331,76.49,68.115
0.0102246444155543,0.0188337391441894,0.0210086850706836,86.47,88.175
0.0185534205332919,0.0494483502425924,0.0434539502877961,51.41,51.745
0.0206671491482398,0.060030586445479,0.0552782539599408,47.84,47.11
0.0111694208370992,0.0488198147032032,0.0245759812858801,76.55,71.615
0.0166459692616018,0.0358690939298123,0.0477205974582943,52.94,48.59
0.0177511265099662,0.0556830663786817,0.043089527980255,43.06,44.92
0.0170268733412397,0.0429870932495033,0.0487155813055079,46.75,45.015
0.0162378690851123,0.0606755704590034,0.0318723607750026,62.17,58.785
0.0102598538743877,0.046097366041797,0.0264159041133083,80.8,72.23
0.00937136414409909,0.0795511159589751,0.0233355604715192,82.29,80.06
0.0209252261486553,0.056896273669665,0.0641578536427486,48.18,48.15
0.0167202839199655,0.0493573257125721,0.0617252864922061,49.44,51.87
0.0111450018517893,0.079802575465987,0.02273414516888,90.25,89.385
0.018423716271783,0.0524805961526826,0.0531151875862692,48.5,48.175
0.0230243769566175,0.0604928533319548,0.0505619764798491,52.67,55.28
0.0101528634381263,0.073814629528665,0.0279164639839088,81.32,79.98
0.0154431558807675,0.0462185220274726,0.0422000204527887,59.1,58.4
0.0108794233444295,0.0718886214106489,0.0201941090752611,89.2,88.055
0.0174835748985355,0.0489146464159561,0.0666615658158111,48.2,48.81
0.0114981716244013,0.0715617128472786,0.0246688401052386,87.64,88.195
0.0101587366953881,0.0461221474334423,0.0321720324746762,75.57,58.905
0.011310225746933,0.0514211957211332,0.0241913887639076,83.84,82.29
0.018849766454122,0.0476437832006891,0.04902940433593,56.33,57.08
0.0162199116354713,0.0513425275014951,0.0551624334659316,44.98,51.275
0.0154865667885778,0.0353525800746712,0.040031889729478,56.87,71.32
0.0154757673967354,0.0404336466994818,0.0458791536213745,51.46,56.85
0.018142399216993,0.0557851793005908,0.0380747931678358,54.91,54.815
0.0146365371462811,0.0597705065933515,0.0397718396065855,65.97,64.765
0.0110421160616736,0.0653022448014375,0.0300695891686697,79.43,81.06
0.0169676566486954,0.0573829221946507,0.0374182246438695,55.06,59.155
0.0178789467069929,0.0452785156365201,0.0508906935499845,50.24,53.02
0.0211746572774876,0.0539854019888683,0.0608004459307309,46.14,50.055
0.0107209321885092,0.0223562839715736,0.0231043875173022,89.97,88.845
0.0215954842612788,0.0508635337090232,0.0650264041949913,38.77,40.815
0.00987856986755225,0.0506143729119654,0.0335706478849239,70.38,75.73
0.0140087233856294,0.0620043770956744,0.0364585176114907,69.77,71.925
0.0117521898240207,0.0430857424230504,0.0289260125736366,81.12,66.29
0.00931480939428818,0.104766620723113,0.0206731797794687,88.35,87.96
0.0148856849013745,0.0564203074363537,0.0392989429772189,65.52,60.205
0.0125105743332021,0.0700247042602766,0.0360572032632363,73.12,75.925
0.0153847081796945,0.0579087232692129,0.0418720277539161,56.63,52.585
0.00963559213897321,0.0658267727821775,0.0207516373533823,88.73,87.215
0.0211689306633393,0.0519200306935145,0.0696688589192006,42.04,46.21
0.0166209136100361,0.0522926954031962,0.0521017873001352,49.72,52.13
0.0102263204055781,0.080707694395597,0.021830669999165,87.83,87.19
0.0102447831744155,0.0900017925543749,0.020484255724979,86.46,87.29
0.0151844388026087,0.0562906816959092,0.0488825592763226,57.61,67.885
0.0183957390140108,0.0457919743914243,0.0521897807897086,54.25,54.2
0.0119032612752484,0.0577985445207004,0.0405269032992328,79.76,72.95
0.0189338268436712,0.0436173872480774,0.0653307638705912,46.58,44.905
0.00892996869541234,0.038477994369094,0.0214250234809392,89.59,88.86
0.0116392416285658,0.0701410623940102,0.032518192594979,76.76,78.505
0.0230591097177511,0.0391172953938359,0.058376739929796,47.04,49.64
0.0138745004356078,0.070117058270303,0.0313190301500279,67.8,68.19
0.0152142849067547,0.0455736614450613,0.0533686745178698,60.33,54.255
0.0108200494780081,0.0471368809626815,0.0217417719377757,85.89,87.59
0.0143834957101482,0.0532619162539587,0.0534974992559138,52.86,51.54
0.0100012156058484,0.0847123742917404,0.0216416350022176,86.52,86.55
0.013276623371935,0.0654107109266924,0.0350598298266176,78.6,75.855
